timestamp,temp_ambiente,temp_objeto
2026-03-08 21:52:03,25.21,25.35
2026-03-08 21:52:08,25.19,25.43
2026-03-08 21:52:13,25.25,32.05
2026-03-08 21:52:18,25.25,30.51
2026-03-08 21:52:23,25.21,33.07
2026-03-08 21:52:28,25.25,26.35
2026-03-08 21:52:33,25.21,26.59
2026-03-08 21:52:38,25.29,33.05
2026-03-08 21:52:43,25.25,27.47
2026-03-08 21:52:48,25.25,32.81
2026-03-08 21:52:53,25.27,25.41
